project_name,project_link,version_name,commit,major_version_x,major_version_int,major_version_y,count,rank
web3j-web3j,https://github.com/web3j/web3j,v4.6.1,"Commit(sha=""8e94d2bcf305358d030bab9f89d4692bb3f5827c"")",4,4.0,4,30,1.0
web3j-web3j,https://github.com/web3j/web3j,v4.6.0-android,"Commit(sha=""9ff030a628caf2c3a77e8952bbf7feb8908c10c8"")",4,4.0,4,30,1.0
web3j-web3j,https://github.com/web3j/web3j,v4.6.0,"Commit(sha=""5877c308e11c0de8e24e50c882effa84354a8e57"")",4,4.0,4,30,1.0
web3j-web3j,https://github.com/web3j/web3j,v4.5.9,"Commit(sha=""6c23f373ce8c30a38331c4eebf46517be532aa32"")",4,4.0,4,30,1.0
web3j-web3j,https://github.com/web3j/web3j,v4.5.8,"Commit(sha=""62df9d1c91281664c8534b994a4bbf094198fde2"")",4,4.0,4,30,1.0
web3j-web3j,https://github.com/web3j/web3j,v4.5.7,"Commit(sha=""24e7d1ef271141f7081bc73d26e6268836d4f811"")",4,4.0,4,30,1.0
web3j-web3j,https://github.com/web3j/web3j,v4.5.6,"Commit(sha=""93eed33dfbe32bb39113f2270115a3e1f6e6d5a5"")",4,4.0,4,30,1.0
web3j-web3j,https://github.com/web3j/web3j,v4.5.5,"Commit(sha=""b58beb105f49b77bf08df09a9c01f07106c529b7"")",4,4.0,4,30,1.0
web3j-web3j,https://github.com/web3j/web3j,v4.5.4,"Commit(sha=""4a595a7a1354dd1894b1e20c0066236f9c40c6fb"")",4,4.0,4,30,1.0
web3j-web3j,https://github.com/web3j/web3j,v4.5.2,"Commit(sha=""91077b261f6adcde8f8c2301fedb2f9122b17448"")",4,4.0,4,30,1.0
web3j-web3j,https://github.com/web3j/web3j,v4.5.18,"Commit(sha=""84bb820600e537e8cbe9fdea949809a570d803a1"")",4,4.0,4,30,1.0
web3j-web3j,https://github.com/web3j/web3j,v4.5.17,"Commit(sha=""99e9df1e386a13403a53f2d36009409bc52b4efb"")",4,4.0,4,30,1.0
web3j-web3j,https://github.com/web3j/web3j,v4.5.16,"Commit(sha=""c0b7b9c2769a466215d416696021aa75127c2ff1"")",4,4.0,4,30,1.0
web3j-web3j,https://github.com/web3j/web3j,v4.5.15,"Commit(sha=""c65e6bebf52fd3e897056b0ffb8dac01153668f1"")",4,4.0,4,30,1.0
web3j-web3j,https://github.com/web3j/web3j,v4.5.14,"Commit(sha=""09d26344484404ef073e324666fdd159c608207b"")",4,4.0,4,30,1.0
web3j-web3j,https://github.com/web3j/web3j,v4.5.13,"Commit(sha=""f5b4b3bb0d93ae97f91835a28194447a5fde5cae"")",4,4.0,4,30,1.0
web3j-web3j,https://github.com/web3j/web3j,v4.5.12,"Commit(sha=""439e3df9c10013a06588ac086a961afe28711c53"")",4,4.0,4,30,1.0
web3j-web3j,https://github.com/web3j/web3j,v4.5.11,"Commit(sha=""76dd40a28310d5849c4d671952fffe3a4a2cd2dd"")",4,4.0,4,30,1.0
web3j-web3j,https://github.com/web3j/web3j,v4.5.10,"Commit(sha=""a90ea1914196923e38063209a689e714fa25bc3b"")",4,4.0,4,30,1.0
web3j-web3j,https://github.com/web3j/web3j,v4.5.1,"Commit(sha=""313fd6bf9bdbc75475aaf2767300950d0d3bf82c"")",4,4.0,4,30,1.0
voxeolabs-moho,https://github.com/voxeolabs/moho,1.2.1-release,"Commit(sha=""9164296b0567b1c16a80c1495e5b3b4d0ca756e7"")",1,1.0,1,27,1.0
voxeolabs-moho,https://github.com/voxeolabs/moho,1.1.8-release,"Commit(sha=""7ca70b302373aabc2c38c1e94dedb264cf2dde70"")",1,1.0,1,27,1.0
voxeolabs-moho,https://github.com/voxeolabs/moho,1.1.7-release,"Commit(sha=""684005ed1ba91428e54734a8f66f69398ff66a49"")",1,1.0,1,27,1.0
voxeolabs-moho,https://github.com/voxeolabs/moho,1.1.6-release,"Commit(sha=""9cd0dffb72050c280f6ee03b06a6d8b29bcc1427"")",1,1.0,1,27,1.0
voxeolabs-moho,https://github.com/voxeolabs/moho,1.1.5-release,"Commit(sha=""085849490f614b39b67fd941387bffe0bc836f5d"")",1,1.0,1,27,1.0
voxeolabs-moho,https://github.com/voxeolabs/moho,1.1.4-release,"Commit(sha=""0119a45917259eeb3cc8a4497e8f8a09c2d8c1bd"")",1,1.0,1,27,1.0
voxeolabs-moho,https://github.com/voxeolabs/moho,1.1.3-release,"Commit(sha=""7e728af4ad76aeb4b2ca81eb16d178fac32157eb"")",1,1.0,1,27,1.0
voxeolabs-moho,https://github.com/voxeolabs/moho,1.1.2-release,"Commit(sha=""46b80816d65b2b70699b60437d132fe21012b2dd"")",1,1.0,1,27,1.0
voxeolabs-moho,https://github.com/voxeolabs/moho,1.1.12-release,"Commit(sha=""c6f63e7fda0251a563e9bc67882f3b211cf8590f"")",1,1.0,1,27,1.0
voxeolabs-moho,https://github.com/voxeolabs/moho,1.1.11,"Commit(sha=""d42fc54a15618a6617b60ce3864d4299f3c5cd23"")",1,1.0,1,27,1.0
voxeolabs-moho,https://github.com/voxeolabs/moho,1.1.1-release,"Commit(sha=""507f80ebca6d621b7fd35b9fb5e93fb6f0196943"")",1,1.0,1,27,1.0
voxeolabs-moho,https://github.com/voxeolabs/moho,1.1.0.8,"Commit(sha=""e02d6e77a13d95e263a2a915461c802e1f36e7ce"")",1,1.0,1,27,1.0
voxeolabs-moho,https://github.com/voxeolabs/moho,1.1.0.5-release,"Commit(sha=""5901f8c86e2c6ee6b768ce429c193769a91d889a"")",1,1.0,1,27,1.0
voxeolabs-moho,https://github.com/voxeolabs/moho,1.1.0.4-release,"Commit(sha=""974f25a9f0e09f26567a3f8b3b8e0c64fd6d9f0d"")",1,1.0,1,27,1.0
voxeolabs-moho,https://github.com/voxeolabs/moho,1.1.0.3-release,"Commit(sha=""1321db07888e7e8456c9a65bb09578dbdc71e2d7"")",1,1.0,1,27,1.0
voxeolabs-moho,https://github.com/voxeolabs/moho,1.1.0.2-release,"Commit(sha=""b287169ea051e7eb66e9763d0b9cff9d43ea4e99"")",1,1.0,1,27,1.0
voxeolabs-moho,https://github.com/voxeolabs/moho,1.1.0.1-release,"Commit(sha=""58bfc0b7a7339a4f6641447f9b85bdb28d5ab81d"")",1,1.0,1,27,1.0
voxeolabs-moho,https://github.com/voxeolabs/moho,1.1-release,"Commit(sha=""cd5583b95879bc09906d64676dfa8217524b590c"")",1,1.0,1,27,1.0
voxeolabs-moho,https://github.com/voxeolabs/moho,1.0.8-release,"Commit(sha=""8e30d77ec95e49acf4ea02e9d74a81474e228859"")",1,1.0,1,27,1.0
voxeolabs-moho,https://github.com/voxeolabs/moho,1.0.7-release,"Commit(sha=""e0375999b5b386435a601274b28675864533dc39"")",1,1.0,1,27,1.0
uber-NullAway,https://github.com/uber/NullAway,v0.7.9,"Commit(sha=""99656337d5d3c446e0058f61cf48e4787a1c9539"")",0,0.0,0,52,1.0
uber-NullAway,https://github.com/uber/NullAway,v0.7.8,"Commit(sha=""d062ad2fc78e89d5594005dff8702a8379b624fa"")",0,0.0,0,52,1.0
uber-NullAway,https://github.com/uber/NullAway,v0.7.7,"Commit(sha=""af47a516074ee238b398dadc76d54d68a1c1cdee"")",0,0.0,0,52,1.0
uber-NullAway,https://github.com/uber/NullAway,v0.7.6,"Commit(sha=""631c4f3672cfa548f880be2b34c902497b01b1b9"")",0,0.0,0,52,1.0
uber-NullAway,https://github.com/uber/NullAway,v0.7.5,"Commit(sha=""beb83a0c43e061379ee6b92a3e6df65bf9e2712a"")",0,0.0,0,52,1.0
uber-NullAway,https://github.com/uber/NullAway,v0.7.4,"Commit(sha=""0988cb3fca46256a37b115aa32da0b63cec87e36"")",0,0.0,0,52,1.0
uber-NullAway,https://github.com/uber/NullAway,v0.7.3,"Commit(sha=""448cb30826842d5a8b60d389d48bba296fdbde3d"")",0,0.0,0,52,1.0
uber-NullAway,https://github.com/uber/NullAway,v0.7.2,"Commit(sha=""56a027e97356847de065bb80b9ef5c5f9a9eb2d2"")",0,0.0,0,52,1.0
uber-NullAway,https://github.com/uber/NullAway,v0.7.10,"Commit(sha=""68381b7f3021bb3582b2861335aa47bb199e3a57"")",0,0.0,0,52,1.0
uber-NullAway,https://github.com/uber/NullAway,v0.7.1,"Commit(sha=""f37abe25ad5658601b31b2904e8077d7b7c8dc38"")",0,0.0,0,52,1.0
uber-NullAway,https://github.com/uber/NullAway,v0.7.0,"Commit(sha=""974e02e408cdc34f76f200eb0a3fbdf1f29deae4"")",0,0.0,0,52,1.0
uber-NullAway,https://github.com/uber/NullAway,v0.6.6,"Commit(sha=""285f7e038dd394b10b58de5da341f4bc749b232e"")",0,0.0,0,52,1.0
uber-NullAway,https://github.com/uber/NullAway,v0.6.5,"Commit(sha=""3d1dc0a73e7cb7addfb8c3391b37c308fc1634ef"")",0,0.0,0,52,1.0
uber-NullAway,https://github.com/uber/NullAway,v0.6.4,"Commit(sha=""58ed94c63344e507231526eae00ff7539e64f7c2"")",0,0.0,0,52,1.0
uber-NullAway,https://github.com/uber/NullAway,v0.6.3,"Commit(sha=""d53bb06bfbb363ffa0c2f839fc4f123df6b5d87c"")",0,0.0,0,52,1.0
uber-NullAway,https://github.com/uber/NullAway,v0.6.2,"Commit(sha=""a412c8bda0f10e72ca9081df9a3e3c2ea449c3f1"")",0,0.0,0,52,1.0
uber-NullAway,https://github.com/uber/NullAway,v0.6.1,"Commit(sha=""37cd629e5035f8a7103c88edb5f026c43e596876"")",0,0.0,0,52,1.0
uber-NullAway,https://github.com/uber/NullAway,v0.6.0,"Commit(sha=""8dd1c304821c4c9cc9923a77fb245cadea636473"")",0,0.0,0,52,1.0
uber-NullAway,https://github.com/uber/NullAway,v0.5.6,"Commit(sha=""46088616912a523ddf715baff0b6c69e4136dfd1"")",0,0.0,0,52,1.0
uber-NullAway,https://github.com/uber/NullAway,v0.5.5,"Commit(sha=""5ef4c045c4a56761af123e6b95a08e07f6c2aed4"")",0,0.0,0,52,1.0
testcontainers-testcontainers-java,https://github.com/testcontainers/testcontainers-java,testcontainers-1.2.1,"Commit(sha=""7f7fe80771ae0979f4951cfea3847446779f15cc"")",1,1.0,1,48,1.0
testcontainers-testcontainers-java,https://github.com/testcontainers/testcontainers-java,testcontainers-1.2.0,"Commit(sha=""a59f4a7f6fff82e44d401de31c116d9b34f8dc0b"")",1,1.0,1,48,1.0
testcontainers-testcontainers-java,https://github.com/testcontainers/testcontainers-java,testcontainers-1.1.9,"Commit(sha=""cb4fc7302132d098da568642f41053a851849208"")",1,1.0,1,48,1.0
testcontainers-testcontainers-java,https://github.com/testcontainers/testcontainers-java,testcontainers-1.1.8,"Commit(sha=""5571e8d7ab57541af75294ba49c4f18fdcf018b9"")",1,1.0,1,48,1.0
testcontainers-testcontainers-java,https://github.com/testcontainers/testcontainers-java,testcontainers-1.1.7,"Commit(sha=""c421ae12a5b18afeed5f62ace4c02f46e7dbf4c6"")",1,1.0,1,48,1.0
testcontainers-testcontainers-java,https://github.com/testcontainers/testcontainers-java,testcontainers-1.1.6,"Commit(sha=""dc0db43a1bd278d1f04a2e16dad0ecf4f563e4f6"")",1,1.0,1,48,1.0
testcontainers-testcontainers-java,https://github.com/testcontainers/testcontainers-java,testcontainers-1.1.5,"Commit(sha=""7ec514f3f20afde79a64f62d0187a623121df728"")",1,1.0,1,48,1.0
testcontainers-testcontainers-java,https://github.com/testcontainers/testcontainers-java,testcontainers-1.1.4,"Commit(sha=""04841c501bba3bab19e0a3f7e4d45bfedfbd3f78"")",1,1.0,1,48,1.0
testcontainers-testcontainers-java,https://github.com/testcontainers/testcontainers-java,testcontainers-1.1.3,"Commit(sha=""5d59cdbec5aaac255dfdbbbf6eca219e8843695d"")",1,1.0,1,48,1.0
testcontainers-testcontainers-java,https://github.com/testcontainers/testcontainers-java,testcontainers-1.1.2,"Commit(sha=""7c308ed349288c267bcc18f11e7aac315dfe5bd8"")",1,1.0,1,48,1.0
testcontainers-testcontainers-java,https://github.com/testcontainers/testcontainers-java,testcontainers-1.1.1,"Commit(sha=""e7ab5cf9289ea2e5dd932fa98ffd36e616d6d36f"")",1,1.0,1,48,1.0
testcontainers-testcontainers-java,https://github.com/testcontainers/testcontainers-java,testcontainers-1.1.0,"Commit(sha=""80e58ee52fbae7ad0b77164b374c8468d11e7aa3"")",1,1.0,1,48,1.0
testcontainers-testcontainers-java,https://github.com/testcontainers/testcontainers-java,testcontainers-1.0.5,"Commit(sha=""370d2951c6beceba14c327679c0b06ae793403f9"")",1,1.0,1,48,1.0
testcontainers-testcontainers-java,https://github.com/testcontainers/testcontainers-java,testcontainers-1.0.4,"Commit(sha=""5e9eaa60ca3089dc71670de9ea73ef073d0b8949"")",1,1.0,1,48,1.0
testcontainers-testcontainers-java,https://github.com/testcontainers/testcontainers-java,testcontainers-1.0.3,"Commit(sha=""2e227e29eded31c0b2d45a5351cc108994327394"")",1,1.0,1,48,1.0
testcontainers-testcontainers-java,https://github.com/testcontainers/testcontainers-java,testcontainers-1.0.2,"Commit(sha=""1961e2728f4d72bb24116dab78e957fdf2bca85d"")",1,1.0,1,48,1.0
testcontainers-testcontainers-java,https://github.com/testcontainers/testcontainers-java,testcontainers-1.0.1,"Commit(sha=""4e81baa1f95257c4bf47c3dc9cdbbe940b4f146a"")",1,1.0,1,48,1.0
testcontainers-testcontainers-java,https://github.com/testcontainers/testcontainers-java,testcontainers-1.0.0,"Commit(sha=""332a40d169d7b26761a63426a6013a8f8f9c89c0"")",1,1.0,1,48,1.0
testcontainers-testcontainers-java,https://github.com/testcontainers/testcontainers-java,1.9.1,"Commit(sha=""0f25d00688ba54215fbb6afdeb0a4649dc0cb128"")",1,1.0,1,48,1.0
testcontainers-testcontainers-java,https://github.com/testcontainers/testcontainers-java,1.9.0-rc2,"Commit(sha=""75e0ee4e9d14bc387224a62e179963a023ca08cf"")",1,1.0,1,48,1.0
swagger-api-swagger-core,https://github.com/swagger-api/swagger-core,v2.1.3,"Commit(sha=""1aa6f1f82c5a3e7e075e8dba606d2210da70a097"")",2,2.0,2,20,1.0
swagger-api-swagger-core,https://github.com/swagger-api/swagger-core,v2.1.2,"Commit(sha=""a78875c8e24db082105d3dc3b34cb40d6513d471"")",2,2.0,2,20,1.0
swagger-api-swagger-core,https://github.com/swagger-api/swagger-core,v2.1.1,"Commit(sha=""795d31c5ee2cc3e1c07102c139584f75b9fba0d3"")",2,2.0,2,20,1.0
swagger-api-swagger-core,https://github.com/swagger-api/swagger-core,v2.1.0,"Commit(sha=""7637cbfb5c0cd42b4a1146e34f2c95820502abcc"")",2,2.0,2,20,1.0
swagger-api-swagger-core,https://github.com/swagger-api/swagger-core,v2.0.9,"Commit(sha=""9aed89e247cac228cc0ebd6d4f69ad0de0494d61"")",2,2.0,2,20,1.0
swagger-api-swagger-core,https://github.com/swagger-api/swagger-core,v2.0.8,"Commit(sha=""053b876c1792b3c2b4d71c98f31663612fa945c0"")",2,2.0,2,20,1.0
swagger-api-swagger-core,https://github.com/swagger-api/swagger-core,v2.0.7,"Commit(sha=""debe4bffa90bc13072194db213ecc72b19b0a885"")",2,2.0,2,20,1.0
swagger-api-swagger-core,https://github.com/swagger-api/swagger-core,v2.0.6,"Commit(sha=""3aa986450349f2424ce8aec0c9f83a690b9702ee"")",2,2.0,2,20,1.0
swagger-api-swagger-core,https://github.com/swagger-api/swagger-core,v2.0.5,"Commit(sha=""7090ca2647ca22045b574c5d8c3bc0dab27695c1"")",2,2.0,2,20,1.0
swagger-api-swagger-core,https://github.com/swagger-api/swagger-core,v2.0.4,"Commit(sha=""bde7078eab83d48fe4196de3725b7a0268871d2a"")",2,2.0,2,20,1.0
swagger-api-swagger-core,https://github.com/swagger-api/swagger-core,v2.0.3,"Commit(sha=""168e9b5da7bcd105b0ad04f2572da26623f9cc56"")",2,2.0,2,20,1.0
swagger-api-swagger-core,https://github.com/swagger-api/swagger-core,v2.0.2,"Commit(sha=""2d956c5a16ef8b455727607c3821536d07e73fe5"")",2,2.0,2,20,1.0
swagger-api-swagger-core,https://github.com/swagger-api/swagger-core,v2.0.10,"Commit(sha=""c25c0706cd72da16c79704a64913d338e9c1fa6d"")",2,2.0,2,20,1.0
swagger-api-swagger-core,https://github.com/swagger-api/swagger-core,v2.0.1,"Commit(sha=""41eeaf386d86dc723e21a1a345fa996f774093c6"")",2,2.0,2,20,1.0
swagger-api-swagger-core,https://github.com/swagger-api/swagger-core,v2.0.0-rc4,"Commit(sha=""8b58a26971e707fe35e9663da64a0f5bcb4645af"")",2,2.0,2,20,1.0
swagger-api-swagger-core,https://github.com/swagger-api/swagger-core,v2.0.0-rc3,"Commit(sha=""e39422fadf7949eaa5b9f96e5f2422e30c14ceb3"")",2,2.0,2,20,1.0
swagger-api-swagger-core,https://github.com/swagger-api/swagger-core,v2.0.0-rc2,"Commit(sha=""a72b040c8774052ca79082b3d1af574960fbd41b"")",2,2.0,2,20,1.0
swagger-api-swagger-core,https://github.com/swagger-api/swagger-core,v2.0.0-rc1,"Commit(sha=""7394f7cf9db8112d04c7fa2633cfb89313ed7727"")",2,2.0,2,20,1.0
swagger-api-swagger-core,https://github.com/swagger-api/swagger-core,v2.0.0-rc0,"Commit(sha=""344f875a5f1a3aadae4de09bf40dcf26fac94a50"")",2,2.0,2,20,1.0
swagger-api-swagger-core,https://github.com/swagger-api/swagger-core,v2.0.0,"Commit(sha=""10ecce0572808d7a08299d6fdd98c9fc3e17f5e6"")",2,2.0,2,20,1.0
square-retrofit,https://github.com/square/retrofit,parent-2.8.1,"Commit(sha=""7fa4b3e63735616cb4a2ce23f3ef08952178f8b0"")",2,2.0,2,22,1.0
square-retrofit,https://github.com/square/retrofit,parent-2.8.0,"Commit(sha=""2cde2ae96b022f4151148d390ab7f79ca17d7124"")",2,2.0,2,22,1.0
square-retrofit,https://github.com/square/retrofit,parent-2.7.2,"Commit(sha=""2d6404eb3d1a5e78efe9968068715c20a82173d9"")",2,2.0,2,22,1.0
square-retrofit,https://github.com/square/retrofit,parent-2.7.1,"Commit(sha=""7110c196825031690235c4f331a05fc4a93f6a4f"")",2,2.0,2,22,1.0
square-retrofit,https://github.com/square/retrofit,parent-2.7.0,"Commit(sha=""e04e88d91d7792e5c45178e0236e410c4155717e"")",2,2.0,2,22,1.0
square-retrofit,https://github.com/square/retrofit,parent-2.6.4,"Commit(sha=""6b4ff78d20dc658884ef2ecd98338bdec67308ed"")",2,2.0,2,22,1.0
square-retrofit,https://github.com/square/retrofit,parent-2.6.3,"Commit(sha=""4401b6d5820341fe4a708dab6224c6b40e5a4e79"")",2,2.0,2,22,1.0
square-retrofit,https://github.com/square/retrofit,parent-2.6.2,"Commit(sha=""eb4e62bdf9cde131cb877e30eea0e7522fe1d212"")",2,2.0,2,22,1.0
square-retrofit,https://github.com/square/retrofit,parent-2.6.1,"Commit(sha=""717c9a0c9e74311487f77c1a74f6581f7906cbee"")",2,2.0,2,22,1.0
square-retrofit,https://github.com/square/retrofit,parent-2.6.0,"Commit(sha=""b8d593cf029652eb682434c0217ad92b5cbb005e"")",2,2.0,2,22,1.0
square-retrofit,https://github.com/square/retrofit,parent-2.5.0,"Commit(sha=""40621bf538f6d48af182350adc880406c53dc67c"")",2,2.0,2,22,1.0
square-retrofit,https://github.com/square/retrofit,parent-2.4.0,"Commit(sha=""7158698314daa138e993fac6a590ed19d78a8599"")",2,2.0,2,22,1.0
square-retrofit,https://github.com/square/retrofit,parent-2.3.0,"Commit(sha=""903e149a4f211a0fb7e01ed4fdf8c48a8b6c7891"")",2,2.0,2,22,1.0
square-retrofit,https://github.com/square/retrofit,parent-2.2.0,"Commit(sha=""98f8b43a24cb016d87f1f92302f1ca2853c7c896"")",2,2.0,2,22,1.0
square-retrofit,https://github.com/square/retrofit,parent-2.1.0,"Commit(sha=""fd2f2e24a9e3aae3f7f6a832da3bb6fc22362577"")",2,2.0,2,22,1.0
square-retrofit,https://github.com/square/retrofit,parent-2.0.2,"Commit(sha=""7f3784746bf001501c9f0c34acd04f966f921105"")",2,2.0,2,22,1.0
square-retrofit,https://github.com/square/retrofit,parent-2.0.1,"Commit(sha=""2927160d513a731674ac3ad7b9ba10059f0d130f"")",2,2.0,2,22,1.0
square-retrofit,https://github.com/square/retrofit,parent-2.0.0-beta4,"Commit(sha=""2613d174be2e6f31f4f742e040412aee308849cf"")",2,2.0,2,22,1.0
square-retrofit,https://github.com/square/retrofit,parent-2.0.0-beta3,"Commit(sha=""b5ef2af4e75f5285d4cbbb7da147b5d518680497"")",2,2.0,2,22,1.0
square-retrofit,https://github.com/square/retrofit,parent-2.0.0-beta2,"Commit(sha=""e68011938e92d7f50f8e2a64ad0e57788549dd5c"")",2,2.0,2,22,1.0
square-okhttp,https://github.com/square/okhttp,parent-4.8.0,"Commit(sha=""a70e992c3f7d9adea544c40cc2a4640d28f45cc3"")",4,4.0,4,23,1.0
square-okhttp,https://github.com/square/okhttp,parent-4.7.2,"Commit(sha=""4c595553fbcbfc316d24a74197aa753dbc05da9f"")",4,4.0,4,23,1.0
square-okhttp,https://github.com/square/okhttp,parent-4.7.1,"Commit(sha=""186ec88aff706f31724210f0b73f88e942e7fb11"")",4,4.0,4,23,1.0
square-okhttp,https://github.com/square/okhttp,parent-4.7.0,"Commit(sha=""ef7c5f358e2ac8dad806952c70c7af9061a6f7af"")",4,4.0,4,23,1.0
square-okhttp,https://github.com/square/okhttp,parent-4.6.0,"Commit(sha=""0deadd5611c4bc793a776aaaa68710012e456b9f"")",4,4.0,4,23,1.0
square-okhttp,https://github.com/square/okhttp,parent-4.5.0-RC1,"Commit(sha=""7334150d1da63f4fe7e256de173bdc5837022ff9"")",4,4.0,4,23,1.0
square-okhttp,https://github.com/square/okhttp,parent-4.5.0,"Commit(sha=""ca0c8d6a1a9c24ebef74554527dd13d9d6234381"")",4,4.0,4,23,1.0
square-okhttp,https://github.com/square/okhttp,parent-4.4.1,"Commit(sha=""046f7f2450f9c913d759e7c8bdb52fda528fb631"")",4,4.0,4,23,1.0
square-okhttp,https://github.com/square/okhttp,parent-4.4.0,"Commit(sha=""44124ba2a36de31ea5e6e8b4c0dc7d3b7f350df5"")",4,4.0,4,23,1.0
square-okhttp,https://github.com/square/okhttp,parent-4.3.1,"Commit(sha=""a56a1b9544171add7730fa025c0cb46125e0356e"")",4,4.0,4,23,1.0
square-okhttp,https://github.com/square/okhttp,parent-4.3.0,"Commit(sha=""b63debd827dc6b2e23f4e01d9a58d9671fc80804"")",4,4.0,4,23,1.0
square-okhttp,https://github.com/square/okhttp,parent-4.2.2,"Commit(sha=""d02340f9dfac4ead42befc1a4d477b45401956cf"")",4,4.0,4,23,1.0
square-okhttp,https://github.com/square/okhttp,parent-4.2.1,"Commit(sha=""57a165b69c6551c1caec8a557e0e9c9abf54b536"")",4,4.0,4,23,1.0
square-okhttp,https://github.com/square/okhttp,parent-4.2.0,"Commit(sha=""582f8ef2f78cf001d479cb65831674289fd83af0"")",4,4.0,4,23,1.0
square-okhttp,https://github.com/square/okhttp,parent-4.1.1,"Commit(sha=""cf93aca33cc30a44724a8fb9e7042ccd17a37f07"")",4,4.0,4,23,1.0
square-okhttp,https://github.com/square/okhttp,parent-4.1.0,"Commit(sha=""4739b278066c25de7d1fcada943e0aaddda7e7a7"")",4,4.0,4,23,1.0
square-okhttp,https://github.com/square/okhttp,parent-4.0.1,"Commit(sha=""1854a7b82d1d23309ff9e2aa38064e7fce3b6b2c"")",4,4.0,4,23,1.0
square-okhttp,https://github.com/square/okhttp,parent-4.0.0-alpha02,"Commit(sha=""7925bfc5c5da1605486e37a9360ab03f1e417050"")",4,4.0,4,23,1.0
square-okhttp,https://github.com/square/okhttp,parent-4.0.0-RC3,"Commit(sha=""bad333c0a31904ff76b0d67ab8c46d085cc99461"")",4,4.0,4,23,1.0
square-okhttp,https://github.com/square/okhttp,parent-4.0.0-RC2,"Commit(sha=""8603e2d20e4335a7a530f90a2f6439d16b8767de"")",4,4.0,4,23,1.0
square-android-times-square,https://github.com/square/android-times-square,android-times-square-parent-1.7.9,"Commit(sha=""74adefe9f577a17d4f88a0083886bfdff592648f"")",1,1.0,1,25,1.0
square-android-times-square,https://github.com/square/android-times-square,android-times-square-parent-1.7.7,"Commit(sha=""81614342802b7590ae2417d1b1c5c6dd8438b6c8"")",1,1.0,1,25,1.0
square-android-times-square,https://github.com/square/android-times-square,android-times-square-parent-1.7.6,"Commit(sha=""971180142e8abe9d4650090a56d3b8b79c87c85d"")",1,1.0,1,25,1.0
square-android-times-square,https://github.com/square/android-times-square,android-times-square-parent-1.7.5,"Commit(sha=""834dd1c8247c3bb41b944905abbef8ea9479351b"")",1,1.0,1,25,1.0
square-android-times-square,https://github.com/square/android-times-square,android-times-square-parent-1.7.4,"Commit(sha=""98b06cd2a0144beb780e5d84041ceb8b3e5fb7b8"")",1,1.0,1,25,1.0
square-android-times-square,https://github.com/square/android-times-square,android-times-square-parent-1.7.3,"Commit(sha=""f7e80f0fbde6f698d84723039cf1cc14c04129d6"")",1,1.0,1,25,1.0
square-android-times-square,https://github.com/square/android-times-square,android-times-square-parent-1.7.2,"Commit(sha=""346b545603ab50563e523a42fc31561256c5094b"")",1,1.0,1,25,1.0
square-android-times-square,https://github.com/square/android-times-square,android-times-square-parent-1.7.10,"Commit(sha=""0e37b7451f8ac6982c3c625a5e0723878da714ff"")",1,1.0,1,25,1.0
square-android-times-square,https://github.com/square/android-times-square,android-times-square-parent-1.7.1,"Commit(sha=""e4e19f4b4e64fc5d7b473087f268b66a2a3da510"")",1,1.0,1,25,1.0
square-android-times-square,https://github.com/square/android-times-square,android-times-square-parent-1.7.0,"Commit(sha=""efbab8dba49bf303a9e9054d6fe611650b5c7d02"")",1,1.0,1,25,1.0
square-android-times-square,https://github.com/square/android-times-square,android-times-square-parent-1.6.5,"Commit(sha=""cfdc06de001c3e535dfe9043256bc1c9ab328f0e"")",1,1.0,1,25,1.0
square-android-times-square,https://github.com/square/android-times-square,android-times-square-parent-1.6.4,"Commit(sha=""e1cc57bde8112f784e90e6be616077c865ac6f57"")",1,1.0,1,25,1.0
square-android-times-square,https://github.com/square/android-times-square,android-times-square-parent-1.6.3,"Commit(sha=""29a9d0c82a008c1d67190664fde671a2a8af78a8"")",1,1.0,1,25,1.0
square-android-times-square,https://github.com/square/android-times-square,android-times-square-parent-1.6.2,"Commit(sha=""6460dcda910491f69a798aa61c59cdaefcf84e63"")",1,1.0,1,25,1.0
square-android-times-square,https://github.com/square/android-times-square,android-times-square-parent-1.6.1,"Commit(sha=""a9dbd6f64e97cc7daf97604183e15df1b30589b2"")",1,1.0,1,25,1.0
square-android-times-square,https://github.com/square/android-times-square,android-times-square-parent-1.6.0,"Commit(sha=""3b4d197b930aaf07ef1614f9705fc5a45c7b5981"")",1,1.0,1,25,1.0
square-android-times-square,https://github.com/square/android-times-square,android-times-square-parent-1.5.0,"Commit(sha=""47b7483f578cda35fd8e9a6d7e06516cce352dd1"")",1,1.0,1,25,1.0
square-android-times-square,https://github.com/square/android-times-square,android-times-square-parent-1.4.1,"Commit(sha=""1bba52444f0043d5d44d546943d9cd9e1124e756"")",1,1.0,1,25,1.0
square-android-times-square,https://github.com/square/android-times-square,android-times-square-parent-1.4.0,"Commit(sha=""45df5a5994ea63a846e0d5294cd0e146fca8f053"")",1,1.0,1,25,1.0
square-android-times-square,https://github.com/square/android-times-square,android-times-square-parent-1.3.0,"Commit(sha=""a8cbc3682ddb1cbf9c8ed978ef6143ed22739af6"")",1,1.0,1,25,1.0
springfox-springfox,https://github.com/springfox/springfox,pre-2.0,"Commit(sha=""3a5176578213ef49a48f868ed76e8541ef5a71df"")",2,2.0,2,26,1.0
