feature_loc_mean,feature_protectedMethods_mean,feature_finalMethods_mean,feature_rfc_mean,feature_staticMethods_mean,feature_wmc_mean,feature_protectedFields_mean,feature_totalMethods_mean,feature_uniqueWordsQty_mean,feature_stringLiteralsQty_mean,feature_abstractMethods_mean,feature_publicMethods_mean,feature_maxNestedBlocks_mean,feature_modifiers_mean,feature_loopQty_mean,Instances,algo_exhaustive_basicmq,algo_exhaustive_turbomq,algo_exhaustive_turbomqincr,algo_exhaustive_turbomqincrw,algo_exhaustive_turbomqw,algo_ga_basicmq,algo_ga_turbomq,algo_ga_turbomqincr,algo_ga_turbomqincrw,algo_ga_turbomqw,algo_hillclimbing_basicmq,algo_hillclimbing_turbomq,algo_hillclimbing_turbomqincr,algo_hillclimbing_turbomqincrw,algo_hillclimbing_turbomqw
137.43223443223442,0.6703296703296703,0.029304029304029307,19.102564102564106,0.7032967032967034,21.87912087912088,0.15384615384615385,11.684981684981684,56.058608058608066,16.007326007326007,0.047619047619047616,8.835164835164836,0.7179487179487181,27.46886446886447,1.1025641025641026,bkromhout-realm-java_v0.87.1,0.5085227272727273,0.48863636363636365,0.4914772727272727,0.5255681818181819,0.5880681818181819,0.4545454545454546,0.5028409090909092,0.48863636363636365,0.4517045454545454,0.44034090909090906,0.4857954545454546,0.5255681818181819,0.4460227272727273,0.46306818181818177,0.4545454545454546
138.04761904761904,0.663003663003663,0.029304029304029307,19.113553113553113,0.7032967032967034,21.904761904761905,0.15384615384615385,11.695970695970695,56.0989010989011,16.021978021978022,0.047619047619047616,8.857142857142858,0.7179487179487181,27.46886446886447,1.10989010989011,bkromhout-realm-java_v0.87.2,0.43465909090909094,0.43465909090909094,0.47443181818181823,0.44886363636363635,0.4545454545454546,0.4375,0.49715909090909094,0.5454545454545454,0.4602272727272727,0.42613636363636365,0.44034090909090906,0.45738636363636365,0.43465909090909094,0.46306818181818177,0.46590909090909094
138.2919708029197,0.6605839416058394,0.0291970802919708,19.153284671532848,0.7007299270072993,21.91970802919708,0.15328467153284672,11.722627737226276,56.18248175182482,16.01094890510949,0.04744525547445255,8.89051094890511,0.7153284671532847,27.37226277372263,1.1094890510948905,bkromhout-realm-java_v0.87.3,0.46875,0.4857954545454546,0.4829545454545454,0.4602272727272727,0.4829545454545454,0.4289772727272727,0.5454545454545454,0.49431818181818177,0.5056818181818181,0.46590909090909094,0.4602272727272727,0.6477272727272727,0.5,0.43181818181818177,0.5596590909090908
138.2919708029197,0.6605839416058394,0.0291970802919708,19.153284671532848,0.7007299270072993,21.91970802919708,0.15328467153284672,11.722627737226276,56.18248175182482,16.01094890510949,0.04744525547445255,8.89051094890511,0.7153284671532847,27.37226277372263,1.1094890510948905,bkromhout-realm-java_v0.87.4,0.5,0.5227272727272727,0.47159090909090906,0.4289772727272727,0.5397727272727273,0.5142045454545454,0.5142045454545454,0.44886363636363635,0.4772727272727273,0.46590909090909094,0.46875,0.46875,0.4772727272727273,0.44034090909090906,0.47159090909090906
138.94505494505495,0.663003663003663,0.029304029304029307,19.21978021978022,0.7032967032967034,21.996336996337,0.15384615384615385,11.765567765567765,56.28571428571429,16.065934065934066,0.047619047619047616,8.923076923076922,0.7179487179487181,27.46886446886447,1.1135531135531136,bkromhout-realm-java_v0.87.5,0.46306818181818177,0.43465909090909094,0.44034090909090906,0.47159090909090906,0.49431818181818177,0.47159090909090906,0.43465909090909094,0.59375,0.49715909090909094,0.48863636363636365,0.5028409090909092,0.48011363636363635,0.47443181818181823,0.46590909090909094,0.5397727272727273
137.01639344262296,0.5704918032786885,0.026229508196721308,19.288524590163934,0.6557377049180327,21.816393442622946,0.11147540983606558,12.019672131147539,56.96393442622951,15.272131147540984,0.045901639344262286,9.37704918032787,0.6885245901639344,31.40655737704918,1.1639344262295082,bkromhout-realm-java_v0.88.0,0.39488636363636365,0.42613636363636365,0.4289772727272727,0.43465909090909094,0.3607954545454546,0.38636363636363635,0.36931818181818177,0.36931818181818177,0.33806818181818177,0.46875,0.375,0.4375,0.39488636363636365,0.36363636363636365,0.36931818181818177
137.3202614379085,0.5686274509803921,0.026143790849673203,19.320261437908496,0.6764705882352942,21.892156862745093,0.1111111111111111,12.019607843137255,57.32679738562091,15.297385620915033,0.0457516339869281,9.366013071895424,0.7026143790849673,31.30718954248366,1.173202614379085,bkromhout-realm-java_v0.88.1,0.31534090909090906,0.3210227272727273,0.3892045454545454,0.40056818181818177,0.34659090909090906,0.3835227272727273,0.3920454545454546,0.40340909090909094,0.42613636363636365,0.3607954545454546,0.3835227272727273,0.46875,0.33238636363636365,0.4829545454545454,0.37784090909090906
137.74183006535947,0.5686274509803921,0.026143790849673203,19.346405228758172,0.6830065359477124,21.908496732026144,0.1111111111111111,12.03921568627451,57.52614379084967,15.326797385620914,0.0457516339869281,9.38562091503268,0.696078431372549,31.30718954248366,1.173202614379085,bkromhout-realm-java_v0.88.2,0.38068181818181823,0.43181818181818177,0.34943181818181823,0.41761363636363635,0.3892045454545454,0.33806818181818177,0.3352272727272727,0.42613636363636365,0.43465909090909094,0.3835227272727273,0.4232954545454546,0.5482954545454546,0.44886363636363635,0.4517045454545454,0.3977272727272727
138.49837133550488,0.5635179153094463,0.026058631921824102,19.332247557003257,0.6807817589576547,21.925081433224754,0.10423452768729642,12.04885993485342,57.66123778501629,15.306188925081432,0.04234527687296417,9.397394136807817,0.6938110749185668,27.925081433224754,1.1954397394136809,bkromhout-realm-java_v0.88.3,0.36931818181818177,0.5340909090909092,0.49715909090909094,0.37784090909090906,0.38068181818181823,0.375,0.34943181818181823,0.3892045454545454,0.3920454545454546,0.3664772727272727,0.3607954545454546,0.3892045454545454,0.3579545454545454,0.5,0.3664772727272727
135.70294117647057,0.5117647058823529,0.026470588235294117,19.52647058823529,0.6794117647058824,21.882352941176467,0.08235294117647059,11.885294117647057,57.49411764705882,14.355882352941176,0.03823529411764706,9.355882352941176,0.6411764705882353,28.45294117647059,1.2176470588235293,bkromhout-realm-java_v0.89.0,0.39488636363636365,0.2897727272727273,0.25568181818181823,0.26136363636363635,0.2897727272727273,0.33238636363636365,0.28125,0.3267045454545454,0.28693181818181823,0.3352272727272727,0.2897727272727273,0.32386363636363635,0.36931818181818177,0.3210227272727273,0.30113636363636365
83.21573604060912,0.3121827411167513,0.12436548223350255,8.766497461928934,2.411167512690356,12.730964467005075,0.06345177664974619,5.807106598984772,41.713197969543145,14.368020304568526,0.09898477157360408,4.109137055837564,0.6040609137055838,54.088832487309645,0.6700507614213198,btraceio-btrace_v1.3.4,0.38181818181818183,0.25656565656565655,0.4121212121212121,0.4040404040404041,0.37777777777777777,0.30707070707070705,0.406060606060606,0.3171717171717172,0.31313131313131315,0.32727272727272727,0.397979797979798,0.3616161616161616,0.3474747474747475,0.4,0.2464646464646465
82.14868105515588,0.3117505995203837,0.13908872901678654,8.760191846522781,2.3477218225419665,12.752997601918464,0.059952038369304565,5.896882494004796,40.41966426858513,15.333333333333336,0.08872901678657075,4.103117505995204,0.6258992805755396,51.67625899280576,0.6954436450839329,btraceio-btrace_v1.3.5,0.3737373737373737,0.32525252525252524,0.36969696969696975,0.406060606060606,0.33939393939393936,0.3474747474747475,0.37777777777777777,0.3111111111111111,0.303030303030303,0.33131313131313134,0.39595959595959596,0.42020202020202024,0.5373737373737374,0.3656565656565657,0.29494949494949496
81.78823529411764,0.30823529411764705,0.1388235294117647,8.672941176470589,2.3294117647058825,12.602352941176472,0.05882352941176471,5.84,40.07764705882353,15.425882352941176,0.08705882352941176,4.065882352941176,0.6188235294117647,50.722352941176474,0.6917647058823531,btraceio-btrace_v1.3.6,0.32525252525252524,0.3151515151515152,0.32727272727272727,0.33333333333333337,0.30101010101010106,0.43232323232323233,0.38787878787878793,0.4505050505050505,0.3494949494949495,0.3737373737373737,0.35757575757575755,0.5252525252525253,0.3595959595959596,0.2828282828282829,0.45252525252525255
81.72833723653396,0.3114754098360656,0.14285714285714285,8.646370023419204,2.3208430913348947,12.540983606557374,0.0585480093676815,5.845433255269321,40.096018735363,15.522248243559721,0.08665105386416863,4.07728337236534,0.6182669789227166,50.48946135831382,0.6838407494145199,btraceio-btrace_v1.3.7,0.4,0.2646464646464647,0.34545454545454546,0.37575757575757573,0.28888888888888886,0.4,0.32121212121212117,0.30707070707070705,0.2646464646464647,0.38787878787878793,0.3616161616161616,0.3151515151515152,0.37171717171717167,0.3494949494949495,0.3919191919191919
81.8735362997658,0.3114754098360656,0.14285714285714285,8.697892271662763,2.3208430913348947,12.566744730679154,0.0585480093676815,5.85480093676815,40.13114754098361,15.573770491803279,0.08665105386416863,4.086651053864169,0.6206088992974239,50.48946135831382,0.6838407494145199,btraceio-btrace_v1.3.8,0.3616161616161616,0.39595959595959596,0.36363636363636365,0.32727272727272727,0.3090909090909091,0.3555555555555555,0.43838383838383843,0.43232323232323233,0.3494949494949495,0.37777777777777777,0.32121212121212117,0.507070707070707,0.4222222222222223,0.38787878787878793,0.31313131313131315
81.92037470725995,0.3114754098360656,0.14285714285714285,8.723653395784542,2.3185011709601877,12.592505854800935,0.0585480093676815,5.857142857142858,40.142857142857146,15.583138173302107,0.08665105386416863,4.088992974238876,0.6229508196721312,50.48946135831382,0.6908665105386417,btraceio-btrace_v1.3.8.1,0.42626262626262623,0.2666666666666667,0.4121212121212121,0.37171717171717167,0.43434343434343436,0.3292929292929293,0.31919191919191914,0.3292929292929293,0.3111111111111111,0.406060606060606,0.32727272727272727,0.5656565656565656,0.3676767676767677,0.33939393939393936,0.3151515151515152
