project_name,project_version,agglo_accuracy,bunch_accuracy,algo_choice
jboss-switchyard-release,1.1.1-p3,0.9341317365269461,0.5269461077844311,agglo
jboss-switchyard-release,1.1.1-p4,0.9341317365269461,0.5149700598802396,agglo
jboss-switchyard-release,1.1.1-p5,0.9341317365269461,0.4970059880239521,agglo
jboss-switchyard-release,1.1.1-p5-2,0.9341317365269461,0.5209580838323353,agglo
jboss-switchyard-release,1.1.1-p5-3,0.9341317365269461,0.5269461077844311,agglo
jboss-switchyard-release,1.1.1-p6,0.8802395209580838,0.7904191616766467,agglo
jboss-switchyard-release,1.1.1-p7,0.8802395209580838,0.8143712574850299,agglo
jboss-switchyard-release,1.1.1-p8,0.8802395209580838,0.7784431137724551,agglo
jboss-switchyard-release,1.1.1-p9,0.8802395209580838,0.7485029940119761,agglo
jenkinsci-jenkins,jenkins-2.90,0.9135209334248455,0.4015099519560741,agglo
jenkinsci-jenkins,jenkins-2.91,0.9135209334248455,0.4248455730954015,agglo
jenkinsci-jenkins,jenkins-2.92,0.91283459162663,0.4070006863417982,agglo
jenkinsci-jenkins,jenkins-2.93,0.9162663006177076,0.4934797529169527,agglo
jenkinsci-jenkins,jenkins-2.94,0.9142072752230611,0.3980782429649966,agglo
jenkinsci-jenkins,jenkins-2.95,0.9142072752230611,0.5525051475634866,agglo
jenkinsci-jenkins,jenkins-2.96,0.9162663006177076,0.3857240905971173,agglo
jenkinsci-jenkins,jenkins-2.97,0.9162663006177076,0.4866163349347975,agglo
jenkinsci-jenkins,jenkins-2.98,0.9162663006177076,0.3534660260809883,agglo
jenkinsci-jenkins,jenkins-2.99,0.9162663006177076,0.4138641043239534,agglo
jhy-jsoup,jsoup-1.7.1,0.858974358974359,0.4871794871794872,agglo
jhy-jsoup,jsoup-1.7.2,0.8717948717948718,0.5128205128205128,agglo
jhy-jsoup,jsoup-1.7.3,0.8717948717948718,0.5,agglo
jhy-jsoup,jsoup-1.8.1.a,0.8717948717948718,0.4871794871794872,agglo
jhy-jsoup,jsoup-1.8.2,0.8717948717948718,0.46153846153846156,agglo
jhy-jsoup,jsoup-1.8.3,0.8717948717948718,0.4871794871794872,agglo
jhy-jsoup,jsoup-1.8.3a,0.858974358974359,0.47435897435897434,agglo
jhy-jsoup,jsoup-1.9.1,0.8717948717948718,0.5512820512820513,agglo
jhy-jsoup,jsoup-1.9.1a,0.858974358974359,0.46153846153846156,agglo
jhy-jsoup,jsoup-1.9.2,0.8333333333333334,0.5384615384615384,agglo
joelittlejohn-jsonschema2pojo,jsonschema2pojo-0.4.36,0.8971428571428571,0.4971428571428571,agglo
joelittlejohn-jsonschema2pojo,jsonschema2pojo-0.4.37,0.8971428571428571,0.5314285714285714,agglo
joelittlejohn-jsonschema2pojo,jsonschema2pojo-0.4.4,0.8914285714285715,0.7885714285714286,agglo
joelittlejohn-jsonschema2pojo,jsonschema2pojo-0.4.5,0.8914285714285715,0.7657142857142857,agglo
joelittlejohn-jsonschema2pojo,jsonschema2pojo-0.4.6,0.8857142857142857,0.7828571428571429,agglo
joelittlejohn-jsonschema2pojo,jsonschema2pojo-0.4.7,0.8857142857142857,0.7771428571428571,agglo
joelittlejohn-jsonschema2pojo,jsonschema2pojo-0.4.8,0.8742857142857143,0.8114285714285714,agglo
joelittlejohn-jsonschema2pojo,jsonschema2pojo-0.4.9,0.8742857142857143,0.7428571428571429,agglo
joelittlejohn-jsonschema2pojo,jsonschema2pojo-0.5.0,0.9085714285714286,0.4285714285714286,agglo
joelittlejohn-jsonschema2pojo,jsonschema2pojo-0.5.1,0.9028571428571428,0.46285714285714286,agglo
kijiproject-kiji-bento,kiji-bento-root-1.2.3,0.6666666666666667,0.5555555555555556,agglo
kijiproject-kiji-bento,kiji-bento-root-1.2.4,0.6666666666666667,0.5555555555555556,agglo
kijiproject-kiji-bento,kiji-bento-root-1.2.5,0.6666666666666667,0.5555555555555556,agglo
kijiproject-kiji-bento,kiji-bento-root-1.2.6,0.6666666666666667,0.5555555555555556,agglo
kijiproject-kiji-bento,kiji-bento-root-1.2.7,0.6666666666666667,0.5555555555555556,agglo
kijiproject-kiji-bento,kiji-bento-root-1.3.0,0.6666666666666667,0.5555555555555556,agglo
kijiproject-kiji-bento,kiji-bento-root-1.4.0,0.6666666666666667,0.5555555555555556,agglo
kijiproject-kiji-bento,kiji-bento-root-1.4.1,0.6666666666666667,0.5555555555555556,agglo
kijiproject-kiji-bento,kiji-bento-root-1.4.2,0.6666666666666667,0.5555555555555556,agglo
kijiproject-kiji-bento,kiji-bento-root-1.4.3,0.6666666666666667,0.5555555555555556,agglo
knowm-XChange,xchange-4.3.3,0.9576656302320019,0.5159052858167903,agglo
knowm-XChange,xchange-4.3.4,0.9607749342262617,0.4807462329586223,agglo
knowm-XChange,xchange-4.3.5,0.9602965797656063,0.5613489595790481,agglo
knowm-XChange,xchange-4.3.6,0.959818225304951,0.4680698397512557,agglo
knowm-XChange,xchange-4.3.7,0.960535756995934,0.4534800287012677,agglo
knowm-XChange,xchange-4.3.8,0.960535756995934,0.6010523798134417,agglo
knowm-XChange,xchange-4.3.9,0.962688352068883,0.45156661085864624,agglo
knowm-XChange,xchange-4.4.0,0.9595790480746234,0.27074862473092565,agglo
knowm-XChange,xchange-4.4.1,0.9533604400861038,0.26907438411863194,agglo
knowm-XChange,xchange-4.4.2,0.9547955034680699,0.31810571633580487,agglo
lettuce-io-lettuce-core,5.1.5.RELEASE,0.9178947368421053,0.3705263157894737,agglo
lettuce-io-lettuce-core,5.1.6.RELEASE,0.92,0.35684210526315785,agglo
lettuce-io-lettuce-core,5.1.7.RELEASE,0.92,0.3357894736842105,agglo
lettuce-io-lettuce-core,5.1.8.RELEASE,0.9126315789473685,0.36736842105263157,agglo
lettuce-io-lettuce-core,5.2.0.RELEASE,0.9031578947368422,0.40315789473684216,agglo
lettuce-io-lettuce-core,5.2.1.RELEASE,0.9042105263157895,0.42105263157894735,agglo
lettuce-io-lettuce-core,5.2.2.RELEASE,0.8831578947368421,0.6136842105263158,agglo
lettuce-io-lettuce-core,5.3.0.RELEASE,0.8873684210526316,0.5610526315789474,agglo
lettuce-io-lettuce-core,5.3.1.RELEASE,0.8831578947368421,0.4536842105263158,agglo
lettuce-io-lettuce-core,5.3.2.RELEASE,0.8821052631578947,0.5147368421052632,agglo
mockito-mockito,v3.3.6,0.8411428571428572,0.4068571428571428,agglo
mockito-mockito,v3.3.7,0.8411428571428572,0.4525714285714286,agglo
mockito-mockito,v3.3.8,0.8411428571428572,0.4742857142857143,agglo
mockito-mockito,v3.3.9,0.8411428571428572,0.6251428571428572,agglo
mockito-mockito,v3.4.0,0.84,0.5131428571428571,agglo
mockito-mockito,v3.4.1,0.84,0.48571428571428577,agglo
mockito-mockito,v3.4.2,0.8411428571428572,0.5108571428571429,agglo
mockito-mockito,v3.4.3,0.8411428571428572,0.4445714285714286,agglo
mockito-mockito,v3.4.4,0.84,0.47085714285714286,agglo
mockito-mockito,v3.4.5,0.84,0.5897142857142856,agglo
mybatis-mybatis-3,mybatis-3.4.3,0.8157669237360754,0.47557840616966585,agglo
mybatis-mybatis-3,mybatis-3.4.4,0.8140531276778064,0.44301628106255353,agglo
mybatis-mybatis-3,mybatis-3.4.5,0.8260497000856898,0.480719794344473,agglo
mybatis-mybatis-3,mybatis-3.4.6,0.8243359040274207,0.39331619537275064,agglo
mybatis-mybatis-3,mybatis-3.5.0,0.8234790059982862,0.3676092544987146,agglo
mybatis-mybatis-3,mybatis-3.5.1,0.8114824335904027,0.39674378748928874,agglo
mybatis-mybatis-3,mybatis-3.5.2,0.8131962296486718,0.4070265638389031,agglo
mybatis-mybatis-3,mybatis-3.5.3,0.8011996572407883,0.4053127677806341,agglo
mybatis-mybatis-3,mybatis-3.5.4,0.7960582690659812,0.38646101113967435,agglo
mybatis-mybatis-3,mybatis-3.5.5,0.7917737789203085,0.3941730934018852,agglo
naver-pinpoint,1.7.3-RC1,0.9159891598915989,0.3523035230352304,agglo
naver-pinpoint,1.8.0,0.9198283649503162,0.323170731707317,agglo
naver-pinpoint,1.8.0-RC1,0.9186991869918699,0.3602077687443541,agglo
naver-pinpoint,1.8.1,0.9202800361336947,0.22538392050587175,agglo
naver-pinpoint,1.8.1-RC1,0.9004065040650406,0.3315266485998193,agglo
naver-pinpoint,1.8.2,0.9001806684733514,0.3692411924119241,agglo
naver-pinpoint,1.8.2-RC1,0.8999548328816621,0.34507678410117437,agglo
naver-pinpoint,1.8.3,0.8983739837398375,0.2637759710930443,agglo
naver-pinpoint,1.8.4,0.8936314363143631,0.266260162601626,agglo
naver-pinpoint,1.8.5,0.8929539295392954,0.3428184281842819,agglo
netty-netty,netty-4.1.47.Final,0.9116465863453815,0.3991967871485944,agglo
netty-netty,netty-4.1.48.Final,0.9088353413654618,0.45341365461847394,agglo
netty-netty,netty-4.1.49.Final,0.9080321285140562,0.4072289156626506,agglo
netty-netty,netty-4.1.5.Final,0.9024096385542169,0.8795180722891567,agglo
netty-netty,netty-4.1.50.Final,0.9068273092369478,0.39156626506024095,agglo
netty-netty,netty-4.1.51.Final,0.9096385542168675,0.6381526104417671,agglo
netty-netty,netty-4.1.6.Final,0.9016064257028112,0.5554216867469879,agglo
netty-netty,netty-4.1.7.Final,0.9028112449799197,0.6618473895582329,agglo
