project_name,version,agglo_accuracy,bunch_accuracy,algo_choice
aws-aws-sdk-java-v2,2.9.9,0.8703874538745388,0.34455719557195574,agglo
aws-aws-sdk-java-v2,2.9.8,0.8699261992619927,0.35147601476014756,agglo
aws-aws-sdk-java-v2,2.9.7,0.8699261992619927,0.3297970479704797,agglo
aws-aws-sdk-java-v2,2.9.6,0.8699261992619927,0.3205719557195572,agglo
aws-aws-sdk-java-v2,2.9.5,0.8699261992619927,0.5110701107011071,agglo
aws-aws-sdk-java-v2,2.9.4,0.8699261992619927,0.3556273062730627,agglo
aws-aws-sdk-java-v2,2.9.3,0.8699261992619927,0.3385608856088561,agglo
aws-aws-sdk-java-v2,2.9.26,0.8726937269372694,0.3833025830258303,agglo
aws-aws-sdk-java-v2,2.9.25,0.8726937269372694,0.39575645756457567,agglo
aws-aws-sdk-java-v2,2.9.24,0.8708487084870848,0.349169741697417,agglo
bdew-neiaddons,v1.9.4,0.7631578947368421,0.5263157894736843,agglo
bdew-neiaddons,v1.9.4,0.7631578947368421,0.5263157894736843,agglo
bdew-neiaddons,v1.9.4,0.7631578947368421,0.5263157894736843,agglo
bdew-neiaddons,v1.9.3,0.7894736842105263,0.5263157894736843,agglo
bdew-neiaddons,v1.9.2,0.7894736842105263,0.5789473684210527,agglo
bdew-neiaddons,v1.9.1,0.7631578947368421,0.5526315789473684,agglo
bdew-neiaddons,v1.9.1,0.7631578947368421,0.5526315789473684,agglo
bdew-neiaddons,v1.9.1,0.7631578947368421,0.5526315789473684,agglo
bdew-neiaddons,v1.9.1,0.7631578947368421,0.5526315789473684,agglo
bdew-neiaddons,v1.9.1,0.7631578947368421,0.5526315789473684,agglo
bdew-neiaddons,v1.9.1,0.7631578947368421,0.5526315789473684,agglo
bdew-neiaddons,v1.9.1,0.7631578947368421,0.5526315789473684,agglo
bdew-neiaddons,v1.9.1,0.7631578947368421,0.5526315789473684,agglo
bdew-neiaddons,v1.9.1,0.7631578947368421,0.5526315789473684,agglo
bdew-neiaddons,v1.9.1,0.7631578947368421,0.5526315789473684,agglo
bdew-neiaddons,v1.9.1,0.7631578947368421,0.5526315789473684,agglo
bdew-neiaddons,v1.9.1,0.7631578947368421,0.5526315789473684,agglo
bdew-neiaddons,v1.9.1,0.7631578947368421,0.5526315789473684,agglo
bdew-neiaddons,v1.9.1,0.7631578947368421,0.5526315789473684,agglo
bdew-neiaddons,v1.9.1,0.7631578947368421,0.5526315789473684,agglo
bdew-neiaddons,v1.9.1,0.7631578947368421,0.5526315789473684,agglo
bdew-neiaddons,v1.9.1,0.7631578947368421,0.5526315789473684,agglo
bdew-neiaddons,v1.9.1,0.7631578947368421,0.5526315789473684,agglo
bdew-neiaddons,v1.9.1,0.7631578947368421,0.5526315789473684,agglo
bdew-neiaddons,v1.9.1,0.7631578947368421,0.5526315789473684,agglo
bdew-neiaddons,v1.9.1,0.7631578947368421,0.5526315789473684,agglo
bdew-neiaddons,v1.9.1,0.7631578947368421,0.5526315789473684,agglo
bdew-neiaddons,v1.9.1,0.7631578947368421,0.5526315789473684,agglo
bdew-neiaddons,v1.9.1,0.7631578947368421,0.5526315789473684,agglo
bdew-neiaddons,v1.9.1,0.7631578947368421,0.5526315789473684,agglo
bdew-neiaddons,v1.9.1,0.7631578947368421,0.5526315789473684,agglo
bdew-neiaddons,v1.9.1,0.7631578947368421,0.5526315789473684,agglo
bdew-neiaddons,v1.9.1,0.7631578947368421,0.5526315789473684,agglo
bdew-neiaddons,v1.9.1,0.7631578947368421,0.5526315789473684,agglo
bdew-neiaddons,v1.9.0,0.868421052631579,0.26315789473684215,agglo
bdew-neiaddons,v1.9.0,0.868421052631579,0.26315789473684215,agglo
bdew-neiaddons,v1.9.0,0.868421052631579,0.26315789473684215,agglo
bdew-neiaddons,v1.9.0,0.868421052631579,0.26315789473684215,agglo
bdew-neiaddons,v1.9.0,0.868421052631579,0.26315789473684215,agglo
bdew-neiaddons,v1.9.0,0.868421052631579,0.26315789473684215,agglo
bdew-neiaddons,v1.9.0,0.868421052631579,0.26315789473684215,agglo
bdew-neiaddons,v1.9.0,0.868421052631579,0.26315789473684215,agglo
bdew-neiaddons,v1.9.0,0.868421052631579,0.26315789473684215,agglo
bdew-neiaddons,v1.9.0,0.868421052631579,0.26315789473684215,agglo
bdew-neiaddons,v1.9.0,0.868421052631579,0.26315789473684215,agglo
bdew-neiaddons,v1.9.0,0.868421052631579,0.26315789473684215,agglo
bdew-neiaddons,v1.9.0,0.868421052631579,0.26315789473684215,agglo
bdew-neiaddons,v1.9.0,0.868421052631579,0.26315789473684215,agglo
bdew-neiaddons,v1.9.0,0.868421052631579,0.26315789473684215,agglo
bdew-neiaddons,v1.9.0,0.868421052631579,0.26315789473684215,agglo
bdew-neiaddons,v1.9.0,0.868421052631579,0.26315789473684215,agglo
