latest_commit,commit_compared_with,num_dependency,num_line_affected,actual_num_of_classes_touched
b84627ef4bc43f2096c1b764720f9ff2387dca32,083315a473d8b2fc972a70449272b296683ac38c,18.0,502,38
b84627ef4bc43f2096c1b764720f9ff2387dca32,083315a473d8b2fc972a70449272b296683ac38c,18.0,501,38
b84627ef4bc43f2096c1b764720f9ff2387dca32,083315a473d8b2fc972a70449272b296683ac38c,52.0,345,40
b84627ef4bc43f2096c1b764720f9ff2387dca32,083315a473d8b2fc972a70449272b296683ac38c,52.0,344,40
b84627ef4bc43f2096c1b764720f9ff2387dca32,083315a473d8b2fc972a70449272b296683ac38c,3.0,317,42
b84627ef4bc43f2096c1b764720f9ff2387dca32,083315a473d8b2fc972a70449272b296683ac38c,3.0,316,42
b84627ef4bc43f2096c1b764720f9ff2387dca32,083315a473d8b2fc972a70449272b296683ac38c,777.0,552,44
b84627ef4bc43f2096c1b764720f9ff2387dca32,083315a473d8b2fc972a70449272b296683ac38c,777.0,551,44
b84627ef4bc43f2096c1b764720f9ff2387dca32,083315a473d8b2fc972a70449272b296683ac38c,777.0,1507,46
b84627ef4bc43f2096c1b764720f9ff2387dca32,083315a473d8b2fc972a70449272b296683ac38c,777.0,1506,46
b84627ef4bc43f2096c1b764720f9ff2387dca32,083315a473d8b2fc972a70449272b296683ac38c,13.0,911,48
b84627ef4bc43f2096c1b764720f9ff2387dca32,083315a473d8b2fc972a70449272b296683ac38c,13.0,910,48
b84627ef4bc43f2096c1b764720f9ff2387dca32,5f2732de5a5bc389be2e5bd72441f2a7198b4ca1,5.0,1959,1
b84627ef4bc43f2096c1b764720f9ff2387dca32,5f2732de5a5bc389be2e5bd72441f2a7198b4ca1,5.0,1778,1
b84627ef4bc43f2096c1b764720f9ff2387dca32,5f2732de5a5bc389be2e5bd72441f2a7198b4ca1,5.0,1959,2
b84627ef4bc43f2096c1b764720f9ff2387dca32,5f2732de5a5bc389be2e5bd72441f2a7198b4ca1,5.0,1778,2
b84627ef4bc43f2096c1b764720f9ff2387dca32,5f2732de5a5bc389be2e5bd72441f2a7198b4ca1,5.0,4,4
b84627ef4bc43f2096c1b764720f9ff2387dca32,5f2732de5a5bc389be2e5bd72441f2a7198b4ca1,5.0,3,4
b84627ef4bc43f2096c1b764720f9ff2387dca32,5f2732de5a5bc389be2e5bd72441f2a7198b4ca1,5.0,4,5
b84627ef4bc43f2096c1b764720f9ff2387dca32,5f2732de5a5bc389be2e5bd72441f2a7198b4ca1,5.0,3,5
b84627ef4bc43f2096c1b764720f9ff2387dca32,5f2732de5a5bc389be2e5bd72441f2a7198b4ca1,5.0,2,6
b84627ef4bc43f2096c1b764720f9ff2387dca32,5f2732de5a5bc389be2e5bd72441f2a7198b4ca1,5.0,4,6
b84627ef4bc43f2096c1b764720f9ff2387dca32,5f2732de5a5bc389be2e5bd72441f2a7198b4ca1,5.0,2,7
b84627ef4bc43f2096c1b764720f9ff2387dca32,5f2732de5a5bc389be2e5bd72441f2a7198b4ca1,5.0,11,7
b84627ef4bc43f2096c1b764720f9ff2387dca32,5f2732de5a5bc389be2e5bd72441f2a7198b4ca1,8.0,222,8
b84627ef4bc43f2096c1b764720f9ff2387dca32,5f2732de5a5bc389be2e5bd72441f2a7198b4ca1,8.0,224,8
b84627ef4bc43f2096c1b764720f9ff2387dca32,5f2732de5a5bc389be2e5bd72441f2a7198b4ca1,8.0,2,9
b84627ef4bc43f2096c1b764720f9ff2387dca32,5f2732de5a5bc389be2e5bd72441f2a7198b4ca1,8.0,4,9
b84627ef4bc43f2096c1b764720f9ff2387dca32,5f2732de5a5bc389be2e5bd72441f2a7198b4ca1,8.0,2,10
b84627ef4bc43f2096c1b764720f9ff2387dca32,5f2732de5a5bc389be2e5bd72441f2a7198b4ca1,8.0,11,10
79d2a8d192d007b8acb2423d3ab6bba3a4f999e1,334eb0072512155e57a809b2fa18861c0d68ec9f,143.0,31,1
79d2a8d192d007b8acb2423d3ab6bba3a4f999e1,334eb0072512155e57a809b2fa18861c0d68ec9f,6.0,123,2
79d2a8d192d007b8acb2423d3ab6bba3a4f999e1,334eb0072512155e57a809b2fa18861c0d68ec9f,5.0,118,3
79d2a8d192d007b8acb2423d3ab6bba3a4f999e1,334eb0072512155e57a809b2fa18861c0d68ec9f,58.0,198,4
79d2a8d192d007b8acb2423d3ab6bba3a4f999e1,334eb0072512155e57a809b2fa18861c0d68ec9f,143.0,31,5
79d2a8d192d007b8acb2423d3ab6bba3a4f999e1,334eb0072512155e57a809b2fa18861c0d68ec9f,6.0,123,6
79d2a8d192d007b8acb2423d3ab6bba3a4f999e1,334eb0072512155e57a809b2fa18861c0d68ec9f,5.0,118,7
79d2a8d192d007b8acb2423d3ab6bba3a4f999e1,334eb0072512155e57a809b2fa18861c0d68ec9f,58.0,198,8
4fd1e8f99833eebdd2e99f3456322aa197f5e652,334eb0072512155e57a809b2fa18861c0d68ec9f,143.0,31,1
4fd1e8f99833eebdd2e99f3456322aa197f5e652,334eb0072512155e57a809b2fa18861c0d68ec9f,6.0,123,2
4fd1e8f99833eebdd2e99f3456322aa197f5e652,334eb0072512155e57a809b2fa18861c0d68ec9f,5.0,118,3
4fd1e8f99833eebdd2e99f3456322aa197f5e652,334eb0072512155e57a809b2fa18861c0d68ec9f,58.0,198,4
4fd1e8f99833eebdd2e99f3456322aa197f5e652,334eb0072512155e57a809b2fa18861c0d68ec9f,143.0,31,5
4fd1e8f99833eebdd2e99f3456322aa197f5e652,334eb0072512155e57a809b2fa18861c0d68ec9f,6.0,123,6
4fd1e8f99833eebdd2e99f3456322aa197f5e652,334eb0072512155e57a809b2fa18861c0d68ec9f,5.0,118,7
4fd1e8f99833eebdd2e99f3456322aa197f5e652,334eb0072512155e57a809b2fa18861c0d68ec9f,58.0,198,8
